"","Folder","Image Name","Origin","Accession #","Fossil/extant","Tooth Type","Side","Family","Tribe","Genus","Species","User ID","ML or BW"
"1868",NA,"DSCN3364","NMB","9848","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1869",NA,"DSCN3368","NMB","No number #2","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1870",NA,"DSCN4338","NMB","9933","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1871",NA,"DSCN4342","NMB","12355","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1872",NA,"DSCN5239","TM","3293","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1873",NA,"DSCN5246","TM","AZ 1260","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1874",NA,"DSCN5250","TM","AZ 152","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1875",NA,"DSCN5254","TM","13096","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1876",NA,"DSCN5258","TM","686","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1877",NA,"DSCN5262","TM","10991","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1878",NA,"DSCN5266","TM","16707","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1879",NA,"DSCN5270","TM","K 34","Extant","LM3","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1880",NA,"DSCN5274","TM","3818","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1881",NA,"DSCN5278","TM","11507","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1882",NA,"DSCN5282","TM","13097","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1883",NA,"DSCN5286","TM","AZ 2819","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1884",NA,"DSCN5290","TM","CR 676","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1885",NA,"DSCN5293","TM","13098","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1886",NA,"DSCN5297","TM","16658","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1887",NA,"DSCN5301","TM","13094","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1888",NA,"DSCN5305","TM","4246","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1889",NA,"DSCN5309","TM","AZ 1261","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1890",NA,"IMG_1516 BW","Amathole","15768","Extant","LM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","JS","BW"
"1891",NA,"DSCN3347","NMB","No number #3","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1892",NA,"DSCN3351","NMB","9848","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1893",NA,"DSCN3354","NMB","No number #4","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1894",NA,"DSCN3357","NMB","9366","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1895",NA,"DSCN4331","NMB","12355","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1896",NA,"DSCN4333","NMB","9332","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1897",NA,"DSCN4336","NMB","6009","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1898",NA,"DSCN5163","TM","3293","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1899",NA,"DSCN5167","TM","676","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1900",NA,"DSCN5169","TM","13095","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1901",NA,"DSCN5171","TM","3300","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1902",NA,"DSCN5175","TM","13088","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1903",NA,"DSCN5179","TM","16658","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1904",NA,"DSCN5183","TM","AZ 1570","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1905",NA,"DSCN5187","TM","16707","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1906",NA,"DSCN5191","TM","1083","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1907",NA,"DSCN5195","TM","3818","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1908",NA,"DSCN5199","TM","13097","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1909",NA,"DSCN5203","TM","16601","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1910",NA,"DSCN5207","TM","13096","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1911",NA,"DSCN5211","TM","3819","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1912",NA,"DSCN5215","TM","686","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1913",NA,"DSCN5219","TM","AZ 1260","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1914",NA,"DSCN5223","TM","13174","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1915",NA,"DSCN5226","TM","AZ 152","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1916",NA,"DSCN5230","TM","3297","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1917",NA,"DSCN5233","TM","1050","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1918",NA,"DSCN5238","TM","2174","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1919",NA,"DSCN5315","TM","AZ 1261","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1920",NA,"DSCN5318","TM","2188","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1921",NA,"DSCN3346","NMB","No number #3","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1922",NA,"DSCN3350","NMB","9848","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1923",NA,"DSCN3353","NMB","No number #4","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1924",NA,"DSCN3356","NMB","9366","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1925",NA,"DSCN4330","NMB","12355","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1926",NA,"DSCN4335","NMB","6009","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1927",NA,"DSCN5162","TM","3293","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1928",NA,"DSCN5166","TM","676","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1929",NA,"DSCN5168","TM","13095","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1930",NA,"DSCN5174","TM","13088","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1931",NA,"DSCN5178","TM","16658","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1932",NA,"DSCN5182","TM","AZ 1570","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1933",NA,"DSCN5186","TM","16707","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1934",NA,"DSCN5190","TM","1083","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1935",NA,"DSCN5194","TM","3818","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1936",NA,"DSCN5198","TM","13097","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1937",NA,"DSCN5202","TM","16601","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1938",NA,"DSCN5206","TM","13096","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1939",NA,"DSCN5210","TM","3819","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1940",NA,"DSCN5214","TM","686","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1941",NA,"DSCN5218","TM","AZ 1260","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1942",NA,"DSCN5221","TM","3296","Extant","UM1","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1943",NA,"DSCN5222","TM","13174","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1944",NA,"DSCN5225","TM","AZ 152","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1945",NA,"DSCN5229","TM","3297","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1946",NA,"DSCN5232","TM","1050","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1947",NA,"DSCN5237","TM","2174","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1948",NA,"DSCN5314","TM","AZ 1261","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1949",NA,"DSCN5317","TM","2188","Extant","UM1","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1950",NA,"DSCN3346","NMB","No number #3","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1951",NA,"DSCN3350","NMB","9848","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1952",NA,"DSCN3353","NMB","No number #4","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1953",NA,"DSCN3356","NMB","9366","Extant","UM2","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1954",NA,"DSCN4330","NMB","12355","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1955",NA,"DSCN4335","NMB","6009","Extant","UM2","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1956",NA,"DSCN5162","TM","3293","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1957",NA,"DSCN5166","TM","676","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1958",NA,"DSCN5168","TM","13095","Extant","UM2","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1959",NA,"DSCN5174","TM","13088","Extant","UM2","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1960",NA,"DSCN5178","TM","16658","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1961",NA,"DSCN5182","TM","AZ 1570","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1962",NA,"DSCN5186","TM","16707","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1963",NA,"DSCN5190","TM","1083","Extant","UM2","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1964",NA,"DSCN5194","TM","3818","Extant","UM2","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1965",NA,"DSCN5198","TM","13097","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1966",NA,"DSCN5202","TM","16601","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1967",NA,"DSCN5206","TM","13096","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1968",NA,"DSCN5210","TM","3819","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1969",NA,"DSCN5214","TM","686","Extant","UM2","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1970",NA,"DSCN5218","TM","AZ 1260","Extant","UM2","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1971",NA,"DSCN5221","TM","3296","Extant","UM2","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1972",NA,"DSCN5222","TM","13174","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1973",NA,"DSCN5225","TM","AZ 152","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1974",NA,"DSCN5229","TM","3297","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1975",NA,"DSCN5232","TM","1050","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1976",NA,"DSCN5237","TM","2174","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1977",NA,"DSCN5314","TM","AZ 1261","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1978",NA,"DSCN5317","TM","2188","Extant","UM2","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1979",NA,"DSCN3345","NMB","No number #3","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1980",NA,"DSCN3349","NMB","9848","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1981",NA,"DSCN3355","NMB","9366","Extant","UM3","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1982",NA,"DSCN4328","NMB","12355","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1983",NA,"DSCN4334","NMB","6009","Extant","UM3","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1984",NA,"DSCN5161","TM","3293","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1985",NA,"DSCN5165","TM","676","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1986",NA,"DSCN5173","TM","13088","Extant","UM3","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1987",NA,"DSCN5176","TM","13098","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1988",NA,"DSCN5177","TM","16658","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1989",NA,"DSCN5181","TM","AZ 1570","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1990",NA,"DSCN5185","TM","16707","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1991",NA,"DSCN5189","TM","1083","Extant","UM3","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1992",NA,"DSCN5193","TM","3818","Extant","UM3","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1993",NA,"DSCN5197","TM","13097","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1994",NA,"DSCN5201","TM","16601","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1995",NA,"DSCN5205","TM","13096","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1996",NA,"DSCN5209","TM","3819","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1997",NA,"DSCN5213","TM","686","Extant","UM3","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1998",NA,"DSCN5217","TM","AZ 1260","Extant","UM3","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"1999",NA,"DSCN5220","TM","3296","Extant","UM3","R","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"2000",NA,"DSCN5224","TM","AZ 152","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"2001",NA,"DSCN5228","TM","3297","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"2002",NA,"DSCN5236","TM","2174","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"2003",NA,"DSCN5313","TM","AZ 1261","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"2004",NA,"DSCN5316","TM","2188","Extant","UM3","L","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","RSK","ML"
"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006",NA,"DSCN3289","NMB","12147","Extant","LM1","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2007",NA,"DSCN3294","NMB","12194","Extant","LM1","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2008",NA,"DSCN3296","NMB","8756","Extant","LM1","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2009",NA,"DSCN3300","NMB","9442","Extant","LM1","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2010",NA,"DSCN3307","NMB","9316","Extant","LM1","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2011",NA,"DSCN3312","NMB","12067","Extant","LM1","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2012",NA,"DSCN3316","NMB","12070","Extant","LM1","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2013",NA,"DSCN3320","NMB","12068","Extant","LM1","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2014",NA,"DSCN4901","TM","AZ 2954","Extant","LM1","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2015",NA,"DSCN4905","TM","11565","Extant","LM1","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2016",NA,"DSCN4911","TM","12075","Extant","LM1","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2017",NA,"DSCN4915","TM","16994","Extant","LM1","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2018",NA,"DSCN4919","TM","AZ 455","Extant","LM1","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2019",NA,"DSCN7386","FMNH","34595","Extant","LM1","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2020",NA,"DSCN7390","FMNH","34534","Extant","LM1","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2021",NA,"DSCN7394","FMNH","34535","Extant","LM1","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2022",NA,"DSCN7398","FMNH","10889","Extant","LM1","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2023",NA,"DSCN7402","FMNH","34559","Extant","LM1","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2024",NA,"DSCN7406","FMNH","20664","Extant","LM1","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2025",NA,"DSCN7410","FMNH","35114","Extant","LM1","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2026",NA,"DSCN7414","FMNH","20755","Extant","LM1","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2027",NA,"DSCN7418","FMNH","20750","Extant","LM1","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2028",NA,"DSCN7422","FMNH","128002","Extant","LM1","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2029",NA,"DSCN7426","FMNH","134333","Extant","LM1","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2030",NA,"DSCN3288","NMB","12147","Extant","LM2","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2031",NA,"DSCN3292","NMB","12194","Extant","LM2","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2032",NA,"DSCN3299","NMB","9442","Extant","LM2","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2033",NA,"DSCN3306","NMB","9316","Extant","LM2","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2034",NA,"DSCN3311","NMB","12067","Extant","LM2","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2035",NA,"DSCN3315","NMB","12070","Extant","LM2","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2036",NA,"DSCN3319","NMB","12068","Extant","LM2","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2037",NA,"DSCN4900","TM","AZ 2954","Extant","LM2","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2038",NA,"DSCN4904","TM","11565","Extant","LM2","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2039",NA,"DSCN4909","TM","12075","Extant","LM2","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2040",NA,"DSCN4914","TM","16994","Extant","LM2","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2041",NA,"DSCN4918","TM","AZ 455","Extant","LM2","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2042",NA,"DSCN7385","FMNH","34595","Extant","LM2","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2043",NA,"DSCN7389","FMNH","34534","Extant","LM2","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2044",NA,"DSCN7393","FMNH","34535","Extant","LM2","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2045",NA,"DSCN7397","FMNH","10889","Extant","LM2","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2046",NA,"DSCN7401","FMNH","34559","Extant","LM2","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2047",NA,"DSCN7405","FMNH","20664","Extant","LM2","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2048",NA,"DSCN7409","FMNH","35114","Extant","LM2","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2049",NA,"DSCN7413","FMNH","20755","Extant","LM2","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2050",NA,"DSCN7417","FMNH","20750","Extant","LM2","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2051",NA,"DSCN7421","FMNH","128002","Extant","LM2","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2052",NA,"DSCN7425","FMNH","134333","Extant","LM2","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2053",NA,"DSCN3287","NMB","12147","Extant","LM3","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2054",NA,"DSCN3295","NMB","8756","Extant","LM3","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2055",NA,"DSCN3304","NMB","9442","Extant","LM3","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2056",NA,"DSCN3305","NMB","9316","Extant","LM3","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2057",NA,"DSCN3310","NMB","12067","Extant","LM3","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2058",NA,"DSCN3314","NMB","12070","Extant","LM3","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2059",NA,"DSCN3318","NMB","12068","Extant","LM3","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2060",NA,"DSCN4899","TM","AZ 2954","Extant","LM3","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2061",NA,"DSCN4903","TM","11565","Extant","LM3","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2062",NA,"DSCN4907","TM","12075","Extant","LM3","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2063",NA,"DSCN4913","TM","16994","Extant","LM3","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2064",NA,"DSCN4917","TM","AZ 455","Extant","LM3","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2065",NA,"DSCN7384","FMNH","34595","Extant","LM3","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2066",NA,"DSCN7388","FMNH","34534","Extant","LM3","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2067",NA,"DSCN7392","FMNH","34535","Extant","LM3","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2068",NA,"DSCN7396","FMNH","10889","Extant","LM3","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2069",NA,"DSCN7400","FMNH","34559","Extant","LM3","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2070",NA,"DSCN7404","FMNH","20664","Extant","LM3","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2071",NA,"DSCN7408","FMNH","35114","Extant","LM3","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2072",NA,"DSCN7412","FMNH","20755","Extant","LM3","R","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
"2073",NA,"DSCN7416","FMNH","20750","Extant","LM3","L","Bovidae","Tragelaphini","Taurotragus","oryx","RSK","ML"
